Fecha,Hora,Frecuencia cardiaca,Origen
2026.09.11 22:18:00,22:18:00,65,
2026.09.11 22:19:00,22:19:00,77,
2026.09.11 22:20:00,22:20:00,69,
2026.09.11 22:21:00,22:21:00,62,
2026.09.11 22:22:00,22:22:00,60,
2026.09.11 22:23:00,22:23:00,66,
2026.09.11 22:24:00,22:24:00,62,
2026.09.11 22:25:00,22:25:00,78,
2026.09.11 22:27:00,22:27:00,62,
2026.09.11 22:29:00,22:29:00,62,
2026.09.11 22:30:00,22:30:00,64,
2026.09.11 22:32:00,22:32:00,60,
2026.09.11 22:33:00,22:33:00,65,
2026.09.11 22:34:00,22:34:00,84,
2026.09.11 22:35:00,22:35:00,67,
2026.09.11 22:36:00,22:36:00,60,
2026.09.11 22:39:00,22:39:00,79,
2026.09.11 22:43:00,22:43:00,59,
2026.09.11 22:44:00,22:44:00,83,
2026.09.11 22:45:00,22:45:00,59,
2026.09.11 22:46:00,22:46:00,59,
2026.09.11 22:49:00,22:49:00,66,
2026.09.11 22:50:00,22:50:00,95,
2026.09.11 22:51:00,22:51:00,85,
2026.09.11 22:54:00,22:54:00,83,
2026.09.11 22:55:00,22:55:00,96,
2026.09.11 22:56:00,22:56:00,65,
2026.09.11 22:58:00,22:58:00,75,
2026.09.11 22:59:00,22:59:00,75,
2026.09.11 23:00:00,23:00:00,64,
2026.09.11 23:01:00,23:01:00,78,
2026.09.11 23:02:00,23:02:00,88,
2026.09.11 23:05:00,23:05:00,83,
2026.09.11 23:06:00,23:06:00,90,
2026.09.11 23:07:00,23:07:00,88,
2026.09.11 23:08:00,23:08:00,91,
2026.09.11 23:09:00,23:09:00,90,
2026.09.11 23:10:00,23:10:00,73,
2026.09.11 23:11:00,23:11:00,60,
2026.09.11 23:12:00,23:12:00,69,
2026.09.11 23:14:00,23:14:00,103,
2026.09.11 23:15:00,23:15:00,83,
2026.09.11 23:16:00,23:16:00,83,
2026.09.11 23:17:00,23:17:00,83,
2026.09.11 23:19:00,23:19:00,95,
2026.09.11 23:20:00,23:20:00,93,
2026.09.11 23:23:00,23:23:00,84,
2026.09.11 23:24:00,23:24:00,84,
2026.09.11 23:26:00,23:26:00,80,
2026.09.11 23:27:00,23:27:00,74,
2026.09.11 23:28:00,23:28:00,78,
2026.09.11 23:29:00,23:29:00,73,
2026.09.11 23:32:00,23:32:00,67,
2026.09.11 23:33:00,23:33:00,75,
2026.09.11 23:35:00,23:35:00,75,
2026.09.11 23:36:00,23:36:00,61,
2026.09.11 23:37:00,23:37:00,82,
2026.09.11 23:38:00,23:38:00,68,
2026.09.11 23:39:00,23:39:00,69,
2026.09.11 23:40:00,23:40:00,66,
2026.09.11 23:41:00,23:41:00,70,
2026.09.11 23:42:00,23:42:00,66,
2026.09.11 23:43:00,23:43:00,72,
2026.09.11 23:44:00,23:44:00,122,
2026.09.11 23:45:00,23:45:00,68,
2026.09.11 23:46:00,23:46:00,73,
2026.09.11 23:47:00,23:47:00,65,
2026.09.11 23:48:00,23:48:00,93,
2026.09.11 23:52:00,23:52:00,61,
2026.09.11 23:53:00,23:53:00,64,
2026.09.11 23:54:00,23:54:00,84,
2026.09.11 23:56:00,23:56:00,60,
2026.09.11 23:58:00,23:58:00,67,
2026.09.11 23:59:00,23:59:00,66,
