Fecha,Hora,Saturación de oxígeno
2026.09.05 18:30:00,18:30:00,97.0
2026.09.05 18:56:00,18:56:00,95.0
2026.09.05 20:06:00,20:06:00,96.0
2026.09.05 20:26:00,20:26:00,95.0
2026.09.05 20:36:00,20:36:00,96.0
2026.09.05 20:46:00,20:46:00,95.0
2026.09.05 20:56:00,20:56:00,96.0
2026.09.05 21:16:00,21:16:00,96.0
2026.09.05 21:26:00,21:26:00,96.0
2026.09.05 22:16:00,22:16:00,96.0
2026.09.05 22:26:00,22:26:00,95.0
2026.09.05 22:36:00,22:36:00,96.0
2026.09.05 22:46:00,22:46:00,96.0
2026.09.05 22:56:00,22:56:00,96.0
2026.09.05 23:06:00,23:06:00,96.0
2026.09.05 23:16:00,23:16:00,95.0
2026.09.06 00:46:00,00:46:00,96.0
2026.09.06 01:36:00,01:36:00,97.0
2026.09.06 01:50:00,01:50:00,97.0
2026.09.06 02:01:00,02:01:00,96.0
2026.09.06 02:11:00,02:11:00,96.0
2026.09.06 02:21:00,02:21:00,96.0
2026.09.06 02:31:00,02:31:00,96.0
2026.09.06 02:41:00,02:41:00,96.0
2026.09.06 02:51:00,02:51:00,96.0
2026.09.06 03:01:00,03:01:00,96.0
2026.09.06 03:11:00,03:11:00,97.0
2026.09.06 03:21:00,03:21:00,97.0
2026.09.06 03:31:00,03:31:00,97.0
2026.09.06 03:41:00,03:41:00,98.0
2026.09.06 03:51:00,03:51:00,98.0
2026.09.06 04:01:00,04:01:00,98.0
2026.09.06 04:11:00,04:11:00,97.0
2026.09.06 04:21:00,04:21:00,97.0
2026.09.06 04:31:00,04:31:00,98.0
2026.09.06 04:41:00,04:41:00,97.0
2026.09.06 04:51:00,04:51:00,97.0
2026.09.06 05:00:00,05:00:00,96.0
2026.09.06 05:10:00,05:10:00,98.0
2026.09.06 05:20:00,05:20:00,96.0
2026.09.06 05:30:00,05:30:00,97.0
2026.09.06 05:40:00,05:40:00,97.0
2026.09.06 05:56:00,05:56:00,97.0
2026.09.06 06:00:00,06:00:00,97.0
2026.09.06 06:10:00,06:10:00,97.0
2026.09.06 06:20:00,06:20:00,97.0
2026.09.06 06:30:00,06:30:00,97.0
2026.09.06 06:40:00,06:40:00,97.0
2026.09.06 06:50:00,06:50:00,96.0
2026.09.06 07:00:00,07:00:00,97.0
2026.09.06 07:10:00,07:10:00,96.0
2026.09.06 07:20:00,07:20:00,96.0
2026.09.06 07:30:00,07:30:00,96.0
2026.09.06 07:40:00,07:40:00,96.0
2026.09.06 07:50:00,07:50:00,97.0
2026.09.06 08:14:00,08:14:00,97.0
2026.09.06 08:20:00,08:20:00,96.0
2026.09.06 08:31:00,08:31:00,98.0
2026.09.06 08:41:00,08:41:00,97.0
2026.09.06 08:51:00,08:51:00,97.0
2026.09.06 09:01:00,09:01:00,96.0
2026.09.06 09:10:00,09:10:00,96.0
2026.09.06 10:06:00,10:06:00,96.0
2026.09.06 10:20:00,10:20:00,96.0
2026.09.06 11:06:00,11:06:00,97.0
2026.09.06 11:36:00,11:36:00,95.0
2026.09.06 11:56:00,11:56:00,96.0
2026.09.06 12:26:00,12:26:00,97.0
2026.09.06 13:04:00,13:04:00,95.0
2026.09.06 13:10:00,13:10:00,96.0
2026.09.06 13:26:00,13:26:00,96.0
2026.09.06 13:45:00,13:45:00,96.0
2026.09.06 15:46:00,15:46:00,96.0
2026.09.06 16:46:00,16:46:00,95.0
2026.09.06 16:56:00,16:56:00,93.0
2026.09.06 17:06:00,17:06:00,96.0
2026.09.06 17:16:00,17:16:00,96.0
2026.09.06 17:26:00,17:26:00,96.0
2026.09.06 17:36:00,17:36:00,96.0
2026.09.06 18:06:00,18:06:00,96.0
2026.09.06 18:10:00,18:10:00,96.0
2026.09.06 18:20:00,18:20:00,95.0
2026.09.06 18:36:00,18:36:00,96.0
2026.09.06 18:56:00,18:56:00,96.0
2026.09.06 19:06:00,19:06:00,96.0
2026.09.06 19:46:00,19:46:00,96.0
2026.09.06 19:54:00,19:54:00,95.0
2026.09.06 20:06:00,20:06:00,96.0
2026.09.06 20:16:00,20:16:00,97.0
2026.09.06 20:26:00,20:26:00,96.0
2026.09.06 20:36:00,20:36:00,96.0
2026.09.06 20:46:00,20:46:00,97.0
2026.09.06 20:50:00,20:50:00,95.0
2026.09.06 21:06:00,21:06:00,96.0
2026.09.06 21:16:00,21:16:00,96.0
2026.09.06 21:20:00,21:20:00,96.0
2026.09.06 21:40:00,21:40:00,96.0
2026.09.06 21:56:00,21:56:00,96.0
2026.09.06 22:16:00,22:16:00,96.0
2026.09.06 22:56:00,22:56:00,96.0
2026.09.06 23:33:00,23:33:00,97.0
